0	1
1	1
2	0
3	0
4	1
5	1
6	0
7	0
8	0
9	0
10	0
11	1
12	0
13	1
14	1
15	1
16	0
17	0
18	0
19	1
20	1
21	0
22	0
23	0
24	0
25	0
26	1
27	0
28	1
29	0
30	1
31	0
32	1
33	1
34	0
35	0
36	1
37	0
38	1
39	0
40	0
41	1
42	1
43	0
44	0
45	0
46	1
47	1
48	0
49	0
50	1
51	1
52	0
53	0
54	1
55	0
56	1
57	0
58	0
59	0
60	1
61	1
63	0
64	1
65	0
66	1
67	1
68	1
69	1
70	1
71	0
72	1
73	0
74	1
75	0
76	1
77	1
78	1
79	0
80	0
81	1
82	0
83	0
84	1
85	0
86	1
87	1
88	0
89	0
90	0
91	0
92	1
93	0
94	1
95	0
96	0
97	0
98	0
99	1
100	0
101	1
102	1
103	0
104	0
105	1
106	1
107	1
108	1
109	1
110	0
111	1
112	0
113	1
114	1
115	1
116	0
117	0
118	1
119	0
120	0
121	0
122	0
123	1
124	1
125	0
126	1
127	1
128	0
129	0
130	1
131	1
132	1
133	0
134	0
135	0
136	1
137	0
138	0
139	0
140	0
141	1
142	1
143	0
144	0
145	0
146	1
147	1
148	0
149	1
150	1
151	0
152	0
153	1
154	1
155	1
156	1
157	0
158	1
159	1
160	1
161	1
162	0
163	1
164	0
165	1
166	1
167	0
168	1
169	1
170	1
171	0
172	1
173	1
174	0
175	1
176	1
177	1
178	1
179	1
180	0
181	1
182	1
183	1
184	1
185	1
186	1
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	1
196	1
197	1
198	0
199	0
201	1
202	1
204	1
205	0
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	1
215	0
216	0
217	1
218	1
219	1
220	0
221	0
222	1
223	1
224	1
225	1
226	0
227	1
228	1
229	1
230	0
231	1
232	0
233	1
234	1
235	1
236	0
237	1
238	0
239	1
240	1
241	0
242	0
243	1
244	1
245	0
246	1
247	0
248	1
249	1
250	0
251	0
252	0
253	0
254	1
255	1
256	1
257	1
258	1
259	0
260	0
261	0
262	0
263	1
264	1
265	0
266	0
267	1
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	1
280	1
281	1
282	1
283	1
284	1
285	1
286	1
287	0
288	0
289	1
290	1
291	0
292	1
293	1
294	1
295	0
296	1
297	1
298	1
299	1
300	1
301	1
302	1
303	1
304	0
305	1
306	0
307	1
308	0
309	1
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	1
318	0
319	1
320	0
321	0
322	0
323	0
324	1
325	1
326	0
327	0
328	1
329	1
330	0
331	0
332	0
333	1
334	1
335	1
336	1
337	1
338	0
339	1
340	1
341	0
342	1
343	0
344	0
345	1
346	0
347	0
348	0
349	0
350	0
351	1
352	0
353	1
354	0
355	1
356	1
357	1
358	1
359	1
360	0
361	0
362	1
363	1
364	1
365	1
366	0
367	1
368	0
369	1
370	1
371	1
372	0
373	1
374	0
375	0
376	1
377	0
378	0
379	1
380	0
381	0
382	1
383	0
384	0
385	0
386	1
387	1
388	1
389	1
390	1
391	0
392	1
393	0
394	0
395	1
396	0
397	0
398	0
399	0
400	1
401	1
402	0
403	1
404	0
405	0
406	0
407	0
408	1
409	0
410	0
411	1
412	1
413	0
414	0
415	1
416	1
417	1
418	1
419	1
420	0
421	1
422	0
423	0
424	1
425	1
426	0
427	1
428	1
429	1
430	1
431	1
432	0
433	1
434	1
435	1
436	1
437	0
438	1
440	0
441	0
442	0
443	0
444	1
445	1
446	0
447	1
448	1
449	0
450	0
451	0
452	0
453	0
454	1
455	1
456	0
457	0
458	1
459	0
460	0
461	1
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	1
471	1
472	0
473	1
474	1
475	0
476	1
477	0
478	1
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	1
487	0
488	0
489	1
490	1
491	0
492	1
493	0
494	0
495	1
496	0
497	1
498	0
499	0
500	0
501	0
502	0
503	0
505	0
506	0
507	1
508	1
509	1
510	1
511	1
512	0
513	1
514	0
515	0
516	1
517	0
518	0
519	1
520	1
521	0
522	1
524	1
525	0
526	0
527	1
528	1
529	1
530	1
531	0
532	1
533	0
534	0
535	1
536	0
537	0
538	0
539	1
540	1
541	1
542	0
543	0
544	0
545	1
546	0
547	0
548	0
549	1
550	1
551	1
552	0
553	0
554	0
555	1
556	0
557	0
558	1
559	1
560	0
561	0
562	0
563	1
564	1
565	1
566	0
567	0
568	0
569	1
570	0
571	1
572	1
573	0
574	0
575	1
576	1
577	1
578	1
579	1
580	1
581	0
583	1
584	0
585	0
586	0
587	1
588	0
589	0
590	0
591	0
592	0
593	1
594	0
595	0
596	1
597	1
598	0
599	0
600	1
601	1
602	1
603	1
604	1
605	0
606	1
607	0
608	1
609	0
610	1
611	0
612	1
613	0
614	1
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	1
625	0
626	0
627	0
628	0
629	1
630	0
631	0
632	1
633	1
634	1
635	0
636	0
637	0
638	1
639	1
640	0
641	0
642	1
643	1
644	1
645	1
646	1
647	0
648	1
649	0
650	0
651	0
652	0
653	0
654	0
655	1
656	0
657	0
658	0
659	0
660	1
661	0
662	0
663	1
665	1
666	1
667	1
668	0
669	1
671	1
672	0
673	0
674	1
675	0
676	1
677	0
678	0
679	0
680	0
682	0
683	1
684	0
685	1
686	0
687	1
688	0
689	0
690	0
691	0
692	1
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	1
701	0
702	0
703	1
704	1
705	0
706	1
707	0
708	1
709	1
710	1
711	0
712	0
713	1
714	0
715	0
716	1
717	1
718	0
719	0
720	0
721	1
722	0
723	1
724	1
725	1
726	0
727	1
728	1
729	0
730	1
731	1
732	0
733	0
734	1
735	1
736	0
737	1
738	1
739	0
740	0
741	0
742	0
743	1
744	1
745	0
746	0
747	1
748	0
749	0
750	0
751	0
752	1
753	1
754	0
755	0
756	0
757	0
758	1
759	1
760	1
761	0
762	1
763	1
765	0
766	1
767	1
768	0
769	1
770	0
771	0
772	1
773	1
774	1
775	1
776	0
777	1
778	0
779	1
780	0
781	0
782	0
783	0
784	0
785	0
786	1
787	0
788	1
789	0
790	0
791	1
792	0
793	1
794	0
795	1
796	1
797	1
798	1
799	1
800	1
801	1
802	1
803	0
804	0
805	1
806	0
807	1
808	1
809	0
810	0
811	0
812	0
813	1
814	1
815	1
816	0
817	0
818	1
819	1
820	0
821	1
822	0
823	0
824	1
